time_stamp,x,y,covariance,id
5,4.13283305217,-1.06624680975,"[0.0, 0.0, 0.0, 0.0]",10
8,4.60927075596,-0.121007083465,"[0.0, 0.0, 0.0, 0.0]",0
8,3.08917011071,1.77567926687,"[0.0, 0.0, 0.0, 0.0]",1
8,4.58714848816,-2.47876020934,"[0.0, 0.0, 0.0, 0.0]",2
8,5.79765400547,-1.14403615385,"[0.0, 0.0, 0.0, 0.0]",3
8,6.96531932436,-2.10436999866,"[0.0, 0.0, 0.0, 0.0]",4
8,5.23273123766,-2.4755112457,"[0.0, 0.0, 0.0, 0.0]",5
8,5.10858677351,0.880308828299,"[0.0, 0.0, 0.0, 0.0]",6
8,7.13101808884,0.845796167057,"[0.0, 0.0, 0.0, 0.0]",7
8,3.77643171256,-2.31672832891,"[0.0, 0.0, 0.0, 0.0]",8
8,3.59419669405,0.923200544924,"[0.0, 0.0, 0.0, 0.0]",9
8,4.12896194279,-1.06541281284,"[0.0, 0.0, 0.0, 0.0]",10
10,13.3107305148,7.31788508054,"[0.0, 0.0, 0.0, 0.0]",0
10,5.91248352995,3.72717830408,"[0.0, 0.0, 0.0, 0.0]",1
10,7.89934150892,0.456608951859,"[0.0, 0.0, 0.0, 0.0]",2
10,17.4527351813,3.64428105084,"[0.0, 0.0, 0.0, 0.0]",3
11,4.63803707882,-0.122580791101,"[0.0, 0.0, 0.0, 0.0]",0
11,3.08541614612,1.77301748656,"[0.0, 0.0, 0.0, 0.0]",1
11,4.60628539817,-2.48436419284,"[0.0, 0.0, 0.0, 0.0]",2
11,6.94659303475,-2.09828276406,"[0.0, 0.0, 0.0, 0.0]",3
11,5.23140702903,-2.47460016472,"[0.0, 0.0, 0.0, 0.0]",4
11,5.14386823039,0.888072500125,"[0.0, 0.0, 0.0, 0.0]",5
11,5.77918348039,-1.14094642736,"[0.0, 0.0, 0.0, 0.0]",6
11,7.19378314623,0.85425271965,"[0.0, 0.0, 0.0, 0.0]",7
11,3.77643797499,-2.31663642134,"[0.0, 0.0, 0.0, 0.0]",8
11,3.63481552992,0.934553524201,"[0.0, 0.0, 0.0, 0.0]",9
11,4.10609257861,-1.05927253206,"[0.0, 0.0, 0.0, 0.0]",10
12,4.61931428103,-0.122160764854,"[0.0, 0.0, 0.0, 0.0]",0
12,4.55768249442,-2.46074200409,"[0.0, 0.0, 0.0, 0.0]",1
12,3.08466728706,1.77185865981,"[0.0, 0.0, 0.0, 0.0]",2
12,5.80985160804,-1.14611309274,"[0.0, 0.0, 0.0, 0.0]",3
12,6.95438521324,-2.10180155844,"[0.0, 0.0, 0.0, 0.0]",4
12,5.38242059589,-2.54410927743,"[0.0, 0.0, 0.0, 0.0]",5
12,5.16309302531,0.891376195834,"[0.0, 0.0, 0.0, 0.0]",6
12,7.14745150039,0.848149637172,"[0.0, 0.0, 0.0, 0.0]",7
12,3.79378568898,-2.32641404396,"[0.0, 0.0, 0.0, 0.0]",8
12,3.63450170393,0.933829174079,"[0.0, 0.0, 0.0, 0.0]",9
12,4.13182026247,-1.06677070777,"[0.0, 0.0, 0.0, 0.0]",10
13,13.0197246299,7.09623400396,"[0.0, 0.0, 0.0, 0.0]",0
13,16.7015495649,9.78102978496,"[0.0, 0.0, 0.0, 0.0]",1
13,5.65734441417,3.6209151299,"[0.0, 0.0, 0.0, 0.0]",2
13,7.39107269367,0.247614416486,"[0.0, 0.0, 0.0, 0.0]",3
13,17.159061969,3.37894081832,"[0.0, 0.0, 0.0, 0.0]",4
14,4.6588521977,-0.122073111724,"[0.0, 0.0, 0.0, 0.0]",0
14,4.57058956599,-2.46704593903,"[0.0, 0.0, 0.0, 0.0]",1
14,3.05866363494,1.75687816389,"[0.0, 0.0, 0.0, 0.0]",2
14,6.93712705969,-2.09443631744,"[0.0, 0.0, 0.0, 0.0]",3
14,5.0980560872,0.878281848645,"[0.0, 0.0, 0.0, 0.0]",4
14,5.83266069142,-1.15029844402,"[0.0, 0.0, 0.0, 0.0]",5
14,5.28025580476,-2.49809225224,"[0.0, 0.0, 0.0, 0.0]",6
14,7.17331305198,0.85245660159,"[0.0, 0.0, 0.0, 0.0]",7
14,3.77535107046,-2.3135895114,"[0.0, 0.0, 0.0, 0.0]",8
14,3.63638881207,0.934499658266,"[0.0, 0.0, 0.0, 0.0]",9
14,4.14930127455,-1.07085584453,"[0.0, 0.0, 0.0, 0.0]",10
15,5.37536047683,3.50308850665,"[0.0, 0.0, 0.0, 0.0]",0
15,12.5550073684,6.84815213832,"[0.0, 0.0, 0.0, 0.0]",1
15,16.4217065303,10.6053069277,"[0.0, 0.0, 0.0, 0.0]",2
15,16.8418951449,9.82741740115,"[0.0, 0.0, 0.0, 0.0]",3
15,7.10601891648,0.123626415932,"[0.0, 0.0, 0.0, 0.0]",4
15,16.5895002269,3.1605611104,"[0.0, 0.0, 0.0, 0.0]",5
16,4.62046036236,-0.122366558596,"[0.0, 0.0, 0.0, 0.0]",0
16,3.07912141869,1.76891453624,"[0.0, 0.0, 0.0, 0.0]",1
16,4.58933041062,-2.47783816214,"[0.0, 0.0, 0.0, 0.0]",2
16,5.80982288779,-1.14600824111,"[0.0, 0.0, 0.0, 0.0]",3
16,6.94585711049,-2.09787683441,"[0.0, 0.0, 0.0, 0.0]",4
16,5.30029658775,-2.50685697296,"[0.0, 0.0, 0.0, 0.0]",5
16,5.18427099596,0.894775518197,"[0.0, 0.0, 0.0, 0.0]",6
16,7.19415159208,0.85459091046,"[0.0, 0.0, 0.0, 0.0]",7
16,3.78146635218,-2.31795913265,"[0.0, 0.0, 0.0, 0.0]",8
16,3.63724069797,0.934673291858,"[0.0, 0.0, 0.0, 0.0]",9
16,4.13173460632,-1.06674009356,"[0.0, 0.0, 0.0, 0.0]",10
17,5.00719465569,3.34001827964,"[0.0, 0.0, 0.0, 0.0]",0
17,12.363187703,6.77384012502,"[0.0, 0.0, 0.0, 0.0]",1
17,15.9900310537,9.36394096842,"[0.0, 0.0, 0.0, 0.0]",2
17,16.5854061162,3.09125387522,"[0.0, 0.0, 0.0, 0.0]",3
17,6.70098050053,0.0342949492459,"[0.0, 0.0, 0.0, 0.0]",4
18,4.74711158989,3.24533087115,"[0.0, 0.0, 0.0, 0.0]",0
18,11.9198692425,6.56877959764,"[0.0, 0.0, 0.0, 0.0]",1
18,16.0674525851,9.43361816779,"[0.0, 0.0, 0.0, 0.0]",2
18,6.40128645811,-0.048992817129,"[0.0, 0.0, 0.0, 0.0]",3
18,16.4028989522,3.00062075867,"[0.0, 0.0, 0.0, 0.0]",4
20,4.63097088272,-0.120975050885,"[0.0, 0.0, 0.0, 0.0]",0
20,3.06248394581,1.75892353026,"[0.0, 0.0, 0.0, 0.0]",1
20,4.52646400802,-2.44738020418,"[0.0, 0.0, 0.0, 0.0]",2
20,6.9037026689,-2.08479026616,"[0.0, 0.0, 0.0, 0.0]",3
20,5.78745549336,-1.14134489905,"[0.0, 0.0, 0.0, 0.0]",4
20,5.10554993561,0.88007523538,"[0.0, 0.0, 0.0, 0.0]",5
20,5.36237274215,-2.53461290774,"[0.0, 0.0, 0.0, 0.0]",6
20,7.10129008182,0.842511172162,"[0.0, 0.0, 0.0, 0.0]",7
20,3.78372684529,-2.31976475909,"[0.0, 0.0, 0.0, 0.0]",8
20,3.65333368167,0.93937164319,"[0.0, 0.0, 0.0, 0.0]",9
20,4.10459580592,-1.05909693523,"[0.0, 0.0, 0.0, 0.0]",10
21,12.0125287565,6.67538440022,"[0.0, 0.0, 0.0, 0.0]",0
21,4.50091417546,3.18113684632,"[0.0, 0.0, 0.0, 0.0]",1
21,15.4985553839,9.1384709938,"[0.0, 0.0, 0.0, 0.0]",2
21,16.2257251594,2.89477078532,"[0.0, 0.0, 0.0, 0.0]",3
21,6.00280537106,-0.148920120891,"[0.0, 0.0, 0.0, 0.0]",4
22,4.63620649649,-0.121679891452,"[0.0, 0.0, 0.0, 0.0]",0
22,3.06344923833,1.75876396857,"[0.0, 0.0, 0.0, 0.0]",1
22,4.51577686491,-2.43974573323,"[0.0, 0.0, 0.0, 0.0]",2
22,5.79717224103,-1.14318049112,"[0.0, 0.0, 0.0, 0.0]",3
22,6.93674055903,-2.09439101378,"[0.0, 0.0, 0.0, 0.0]",4
22,5.16413630759,0.891002766887,"[0.0, 0.0, 0.0, 0.0]",5
22,5.30592300303,-2.50879884261,"[0.0, 0.0, 0.0, 0.0]",6
22,7.20217432502,0.856332770653,"[0.0, 0.0, 0.0, 0.0]",7
22,3.79223051892,-2.32458277993,"[0.0, 0.0, 0.0, 0.0]",8
22,3.64008057579,0.935584606871,"[0.0, 0.0, 0.0, 0.0]",9
22,4.13852644657,-1.06800356254,"[0.0, 0.0, 0.0, 0.0]",10
23,4.6300527953,-0.123990070695,"[0.0, 0.0, 0.0, 0.0]",0
23,4.5189923553,-2.44188412879,"[0.0, 0.0, 0.0, 0.0]",1
23,3.04888027218,1.75052568856,"[0.0, 0.0, 0.0, 0.0]",2
23,5.78813320281,-1.14189878118,"[0.0, 0.0, 0.0, 0.0]",3
23,6.9337946341,-2.0945401656,"[0.0, 0.0, 0.0, 0.0]",4
23,5.162904181,0.890489952513,"[0.0, 0.0, 0.0, 0.0]",5
23,5.32011486334,-2.51558642453,"[0.0, 0.0, 0.0, 0.0]",6
23,7.10912629333,0.843280053096,"[0.0, 0.0, 0.0, 0.0]",7
23,3.77895101462,-2.31694351177,"[0.0, 0.0, 0.0, 0.0]",8
23,3.61181246246,0.928616760884,"[0.0, 0.0, 0.0, 0.0]",9
23,4.13572455268,-1.0677426917,"[0.0, 0.0, 0.0, 0.0]",10
24,4.6235787275,-0.123354961698,"[0.0, 0.0, 0.0, 0.0]",0
24,3.0618914052,1.75787252872,"[0.0, 0.0, 0.0, 0.0]",1
24,4.51573345428,-2.43859715422,"[0.0, 0.0, 0.0, 0.0]",2
24,6.93382846138,-2.0942126169,"[0.0, 0.0, 0.0, 0.0]",3
24,5.82107558862,-1.14776488564,"[0.0, 0.0, 0.0, 0.0]",4
24,5.16276376148,0.890903672749,"[0.0, 0.0, 0.0, 0.0]",5
24,5.30897759817,-2.51044904664,"[0.0, 0.0, 0.0, 0.0]",6
24,7.19968047988,0.854366957152,"[0.0, 0.0, 0.0, 0.0]",7
24,3.78988983792,-2.32289439022,"[0.0, 0.0, 0.0, 0.0]",8
24,3.63964941735,0.935247618919,"[0.0, 0.0, 0.0, 0.0]",9
24,4.09267970955,-1.05654863607,"[0.0, 0.0, 0.0, 0.0]",10
25,11.264149668,6.27508376868,"[0.0, 0.0, 0.0, 0.0]",0
25,15.640946783,9.18383467787,"[0.0, 0.0, 0.0, 0.0]",1
25,4.99373176697,-0.353370795868,"[0.0, 0.0, 0.0, 0.0]",2
25,15.0859614996,2.47612743124,"[0.0, 0.0, 0.0, 0.0]",3
26,4.62817158825,-0.123878902373,"[0.0, 0.0, 0.0, 0.0]",0
26,3.08601277509,1.77310119808,"[0.0, 0.0, 0.0, 0.0]",1
26,4.5585263161,-2.46032033596,"[0.0, 0.0, 0.0, 0.0]",2
26,6.9320181954,-2.0937980585,"[0.0, 0.0, 0.0, 0.0]",3
26,5.78921842781,-1.14226029602,"[0.0, 0.0, 0.0, 0.0]",4
26,5.16998075133,0.892634674321,"[0.0, 0.0, 0.0, 0.0]",5
26,5.33630068122,-2.52187395353,"[0.0, 0.0, 0.0, 0.0]",6
26,7.18862241403,0.853333635428,"[0.0, 0.0, 0.0, 0.0]",7
26,3.78790318597,-2.32099615087,"[0.0, 0.0, 0.0, 0.0]",8
26,3.64356553289,0.936933035226,"[0.0, 0.0, 0.0, 0.0]",9
26,4.14604747646,-1.06995121993,"[0.0, 0.0, 0.0, 0.0]",10
27,10.9035018026,6.05044235557,"[0.0, 0.0, 0.0, 0.0]",0
27,14.7428965702,8.59560895495,"[0.0, 0.0, 0.0, 0.0]",1
27,5.32357740892,3.92917470093,"[0.0, 0.0, 0.0, 0.0]",2
27,4.54960229159,-0.471121814266,"[0.0, 0.0, 0.0, 0.0]",3
27,14.773100676,2.2742293223,"[0.0, 0.0, 0.0, 0.0]",4
29,11.0029337358,6.10025956538,"[0.0, 0.0, 0.0, 0.0]",0
29,14.7828760945,8.56194082904,"[0.0, 0.0, 0.0, 0.0]",1
29,6.93259018451,5.1517632584,"[0.0, 0.0, 0.0, 0.0]",2
29,4.1356504805,-0.549395501923,"[0.0, 0.0, 0.0, 0.0]",3
29,14.0911753851,2.05040021494,"[0.0, 0.0, 0.0, 0.0]",4
30,4.62583512463,-0.123432490561,"[0.0, 0.0, 0.0, 0.0]",0
30,4.52423955395,-2.4441597451,"[0.0, 0.0, 0.0, 0.0]",1
30,3.06612296007,1.76021978161,"[0.0, 0.0, 0.0, 0.0]",2
30,6.92937592254,-2.09479275637,"[0.0, 0.0, 0.0, 0.0]",3
30,5.80613800044,-1.14446981499,"[0.0, 0.0, 0.0, 0.0]",4
30,5.17527351277,0.892361385824,"[0.0, 0.0, 0.0, 0.0]",5
30,5.27549815711,-2.49465132257,"[0.0, 0.0, 0.0, 0.0]",6
30,7.10225144095,0.841834377633,"[0.0, 0.0, 0.0, 0.0]",7
30,3.80706555154,-2.33206171787,"[0.0, 0.0, 0.0, 0.0]",8
30,3.61989153894,0.93070431876,"[0.0, 0.0, 0.0, 0.0]",9
30,4.15629508471,-1.07145959835,"[0.0, 0.0, 0.0, 0.0]",10
31,10.7693159741,5.94869835037,"[0.0, 0.0, 0.0, 0.0]",0
31,17.1155650737,9.83816725796,"[0.0, 0.0, 0.0, 0.0]",1
31,13.4605017763,1.81672689234,"[0.0, 0.0, 0.0, 0.0]",2
31,4.49435190904,-0.739030605871,"[0.0, 0.0, 0.0, 0.0]",3
33,10.5793896426,5.83207170261,"[0.0, 0.0, 0.0, 0.0]",0
33,14.4077657031,8.23997331656,"[0.0, 0.0, 0.0, 0.0]",1
33,13.2974348786,1.67446654475,"[0.0, 0.0, 0.0, 0.0]",2
33,6.99993347652,-1.19513855148,"[0.0, 0.0, 0.0, 0.0]",3
34,10.5458170401,5.80306548731,"[0.0, 0.0, 0.0, 0.0]",0
34,14.7949451143,8.4161790818,"[0.0, 0.0, 0.0, 0.0]",1
34,12.7973948647,1.51712068792,"[0.0, 0.0, 0.0, 0.0]",2
36,10.4614748896,5.75172029078,"[0.0, 0.0, 0.0, 0.0]",0
36,14.4420910852,8.19988823717,"[0.0, 0.0, 0.0, 0.0]",1
36,12.5318474251,1.42323846615,"[0.0, 0.0, 0.0, 0.0]",2
37,4.62390056484,-0.122401054921,"[0.0, 0.0, 0.0, 0.0]",0
37,3.0787469776,1.76925048245,"[0.0, 0.0, 0.0, 0.0]",1
37,4.51044723603,-2.43433896697,"[0.0, 0.0, 0.0, 0.0]",2
37,6.89410499077,-2.08169639882,"[0.0, 0.0, 0.0, 0.0]",3
37,5.26072292738,-2.48749629341,"[0.0, 0.0, 0.0, 0.0]",4
37,5.7933840927,-1.1427130519,"[0.0, 0.0, 0.0, 0.0]",5
37,5.15690987963,0.889335001707,"[0.0, 0.0, 0.0, 0.0]",6
37,7.19182925562,0.853372779491,"[0.0, 0.0, 0.0, 0.0]",7
37,3.79409630159,-2.32543897137,"[0.0, 0.0, 0.0, 0.0]",8
37,3.59280005639,0.923430585204,"[0.0, 0.0, 0.0, 0.0]",9
37,4.10340195328,-1.05920847377,"[0.0, 0.0, 0.0, 0.0]",10
38,4.64166028426,-0.12277967805,"[0.0, 0.0, 0.0, 0.0]",0
38,3.05992729758,1.75731014558,"[0.0, 0.0, 0.0, 0.0]",1
38,4.55457830509,-2.46168610941,"[0.0, 0.0, 0.0, 0.0]",2
38,5.81020844468,-1.14587747829,"[0.0, 0.0, 0.0, 0.0]",3
38,6.94164592247,-2.09764242077,"[0.0, 0.0, 0.0, 0.0]",4
38,5.0886093258,0.876690861763,"[0.0, 0.0, 0.0, 0.0]",5
38,5.27404438077,-2.4939444147,"[0.0, 0.0, 0.0, 0.0]",6
38,7.12940277819,0.846527522786,"[0.0, 0.0, 0.0, 0.0]",7
38,3.75887374918,-2.30460450536,"[0.0, 0.0, 0.0, 0.0]",8
38,3.58974454351,0.922686974008,"[0.0, 0.0, 0.0, 0.0]",9
38,4.09850774918,-1.05849681229,"[0.0, 0.0, 0.0, 0.0]",10
39,4.61677591634,-0.121820639567,"[0.0, 0.0, 0.0, 0.0]",0
39,3.07353309057,1.76543600883,"[0.0, 0.0, 0.0, 0.0]",1
39,4.52460688897,-2.44416576653,"[0.0, 0.0, 0.0, 0.0]",2
39,6.91463078282,-2.08793420173,"[0.0, 0.0, 0.0, 0.0]",3
39,5.29779039926,-2.50558369889,"[0.0, 0.0, 0.0, 0.0]",4
39,5.81002292847,-1.14578266844,"[0.0, 0.0, 0.0, 0.0]",5
39,5.16096688894,0.890603785415,"[0.0, 0.0, 0.0, 0.0]",6
39,7.10242744401,0.842141488524,"[0.0, 0.0, 0.0, 0.0]",7
39,3.76970896606,-2.31100234043,"[0.0, 0.0, 0.0, 0.0]",8
39,3.6108073323,0.928302845854,"[0.0, 0.0, 0.0, 0.0]",9
39,4.12410551854,-1.06342571177,"[0.0, 0.0, 0.0, 0.0]",10
40,10.072890136,5.52410762037,"[0.0, 0.0, 0.0, 0.0]",0
40,14.8642433516,8.34399647717,"[0.0, 0.0, 0.0, 0.0]",1
40,12.024683194,1.15498493256,"[0.0, 0.0, 0.0, 0.0]",2
42,4.65460895927,-0.121901674373,"[0.0, 0.0, 0.0, 0.0]",0
42,4.54968463674,-2.4588389868,"[0.0, 0.0, 0.0, 0.0]",1
42,3.06336060706,1.75981913072,"[0.0, 0.0, 0.0, 0.0]",2
42,6.92247304667,-2.09160542153,"[0.0, 0.0, 0.0, 0.0]",3
42,5.15269706679,0.888768494374,"[0.0, 0.0, 0.0, 0.0]",4
42,5.79381541158,-1.14302602055,"[0.0, 0.0, 0.0, 0.0]",5
42,5.29250701854,-2.50205346076,"[0.0, 0.0, 0.0, 0.0]",6
42,7.16006391239,0.848653960519,"[0.0, 0.0, 0.0, 0.0]",7
42,3.77237458448,-2.31227468657,"[0.0, 0.0, 0.0, 0.0]",8
42,3.60598316882,0.926300303427,"[0.0, 0.0, 0.0, 0.0]",9
42,4.14295878333,-1.06898101588,"[0.0, 0.0, 0.0, 0.0]",10
43,4.64139134787,-0.123978045522,"[0.0, 0.0, 0.0, 0.0]",0
43,3.05899277597,1.7566359694,"[0.0, 0.0, 0.0, 0.0]",1
43,4.47253133537,-2.4190653566,"[0.0, 0.0, 0.0, 0.0]",2
43,5.79411483126,-1.14232563003,"[0.0, 0.0, 0.0, 0.0]",3
43,6.91632903647,-2.08874517484,"[0.0, 0.0, 0.0, 0.0]",4
43,5.30700322258,-2.50968796573,"[0.0, 0.0, 0.0, 0.0]",5
43,5.10712629263,0.880689803232,"[0.0, 0.0, 0.0, 0.0]",6
43,7.21959888045,0.858515542498,"[0.0, 0.0, 0.0, 0.0]",7
43,3.83732557619,-2.35148713077,"[0.0, 0.0, 0.0, 0.0]",8
43,3.619586631,0.930853164408,"[0.0, 0.0, 0.0, 0.0]",9
43,4.14610836112,-1.07015316454,"[0.0, 0.0, 0.0, 0.0]",10
46,4.61497494178,-0.123599280948,"[0.0, 0.0, 0.0, 0.0]",0
46,3.05122891915,1.75249763829,"[0.0, 0.0, 0.0, 0.0]",1
46,4.57349316589,-2.46838527044,"[0.0, 0.0, 0.0, 0.0]",2
46,5.80768603498,-1.14527723212,"[0.0, 0.0, 0.0, 0.0]",3
46,6.89597004259,-2.08319952912,"[0.0, 0.0, 0.0, 0.0]",4
46,5.17077838451,0.892676321395,"[0.0, 0.0, 0.0, 0.0]",5
46,5.29716281653,-2.50481928114,"[0.0, 0.0, 0.0, 0.0]",6
46,7.21686686968,0.856875583993,"[0.0, 0.0, 0.0, 0.0]",7
46,3.79213023425,-2.32528738752,"[0.0, 0.0, 0.0, 0.0]",8
46,3.59063448446,0.923508510282,"[0.0, 0.0, 0.0, 0.0]",9
46,4.13485641877,-1.06699015331,"[0.0, 0.0, 0.0, 0.0]",10
47,4.65429895242,-0.121819095549,"[0.0, 0.0, 0.0, 0.0]",0
47,3.05573851633,1.75546435601,"[0.0, 0.0, 0.0, 0.0]",1
47,4.56520643725,-2.46449569898,"[0.0, 0.0, 0.0, 0.0]",2
47,6.90166980791,-2.0851607067,"[0.0, 0.0, 0.0, 0.0]",3
47,5.31601205694,-2.51318676375,"[0.0, 0.0, 0.0, 0.0]",4
47,5.8269690305,-1.14908375529,"[0.0, 0.0, 0.0, 0.0]",5
47,5.19202262702,0.898275707124,"[0.0, 0.0, 0.0, 0.0]",6
47,7.51660554492,0.895166419237,"[0.0, 0.0, 0.0, 0.0]",7
47,3.80931826145,-2.33555793588,"[0.0, 0.0, 0.0, 0.0]",8
47,3.58200891532,0.920554664649,"[0.0, 0.0, 0.0, 0.0]",9
47,4.09416358689,-1.05650712364,"[0.0, 0.0, 0.0, 0.0]",10
51,4.61089764435,-0.12203366615,"[0.0, 0.0, 0.0, 0.0]",0
51,3.05444505253,1.75397055934,"[0.0, 0.0, 0.0, 0.0]",1
51,4.56467004757,-2.46533685708,"[0.0, 0.0, 0.0, 0.0]",2
51,6.92820466212,-2.09350668612,"[0.0, 0.0, 0.0, 0.0]",3
51,5.17402878911,0.893178087679,"[0.0, 0.0, 0.0, 0.0]",4
51,5.79237479889,-1.14232739441,"[0.0, 0.0, 0.0, 0.0]",5
51,5.28133286403,-2.49766607951,"[0.0, 0.0, 0.0, 0.0]",6
51,7.43700809084,0.885694239027,"[0.0, 0.0, 0.0, 0.0]",7
51,3.77401774894,-2.31321230443,"[0.0, 0.0, 0.0, 0.0]",8
51,3.65328037715,0.939399846765,"[0.0, 0.0, 0.0, 0.0]",9
51,4.13852693343,-1.06844090263,"[0.0, 0.0, 0.0, 0.0]",10
52,4.62158469177,-0.12377105891,"[0.0, 0.0, 0.0, 0.0]",0
52,4.62385883869,-2.49354799341,"[0.0, 0.0, 0.0, 0.0]",1
52,3.06371429265,1.75997648982,"[0.0, 0.0, 0.0, 0.0]",2
52,6.95328982509,-2.10057024977,"[0.0, 0.0, 0.0, 0.0]",3
52,5.88240358182,-1.15878608961,"[0.0, 0.0, 0.0, 0.0]",4
52,5.10705272018,0.87969246803,"[0.0, 0.0, 0.0, 0.0]",5
52,5.28258109722,-2.49812028346,"[0.0, 0.0, 0.0, 0.0]",6
52,7.10634726009,0.843134186333,"[0.0, 0.0, 0.0, 0.0]",7
52,3.73535703646,-2.29046000538,"[0.0, 0.0, 0.0, 0.0]",8
52,3.56693602312,0.915969420275,"[0.0, 0.0, 0.0, 0.0]",9
52,4.11854460165,-1.06255664414,"[0.0, 0.0, 0.0, 0.0]",10
53,8.17093697004,4.49830474898,"[0.0, 0.0, 0.0, 0.0]",0
53,13.5802126792,7.35869976415,"[0.0, 0.0, 0.0, 0.0]",1
53,9.16718380477,0.077431942918,"[0.0, 0.0, 0.0, 0.0]",2
53,18.5027058532,4.10567476765,"[0.0, 0.0, 0.0, 0.0]",3
54,4.62738981227,-0.123758588262,"[0.0, 0.0, 0.0, 0.0]",0
54,3.09899376289,1.77989103422,"[0.0, 0.0, 0.0, 0.0]",1
54,4.57798970005,-2.47226827107,"[0.0, 0.0, 0.0, 0.0]",2
54,6.9306009766,-2.09284568177,"[0.0, 0.0, 0.0, 0.0]",3
54,5.80566940563,-1.14497333748,"[0.0, 0.0, 0.0, 0.0]",4
54,5.17999451314,0.894755961458,"[0.0, 0.0, 0.0, 0.0]",5
54,5.32783060237,-2.51864357833,"[0.0, 0.0, 0.0, 0.0]",6
54,7.06123811966,0.83668721368,"[0.0, 0.0, 0.0, 0.0]",7
54,3.78494528707,-2.31986650869,"[0.0, 0.0, 0.0, 0.0]",8
54,3.58995696787,0.923084302803,"[0.0, 0.0, 0.0, 0.0]",9
